old_size,old_sizeh,new_size,new_sizeh,dif,idx
9527,9.3 KB,23238,22.69 KB,13711,1802
190682,186.21 KB,157592,153.9 KB,-33090,1803
24982,24.4 KB,58002,56.64 KB,33020,1804
19069,18.62 KB,97548,95.26 KB,78479,1805
9216,9 KB,34920,34.1 KB,25704,1806
42415,41.42 KB,113362,110.71 KB,70947,1807
19722,19.26 KB,151611,148.06 KB,131889,1808
18805,18.36 KB,34172,33.37 KB,15367,1809
15482,15.12 KB,43364,42.35 KB,27882,1810
18426,17.99 KB,32821,32.05 KB,14395,1811
12072,11.79 KB,68157,66.56 KB,56085,1812
10403,10.16 KB,24908,24.32 KB,14505,1813
14384,14.05 KB,47502,46.39 KB,33118,1814
11679,11.41 KB,29213,28.53 KB,17534,1815
11501,11.23 KB,40998,40.04 KB,29497,1816
34242,33.44 KB,50198,49.02 KB,15956,1817
17272,16.87 KB,34236,33.43 KB,16964,1818
38104,37.21 KB,58683,57.31 KB,20579,1819
12398,12.11 KB,28358,27.69 KB,15960,1820
18011,17.59 KB,40809,39.85 KB,22798,1821
13474,13.16 KB,40524,39.57 KB,27050,1822
27542,26.9 KB,61391,59.95 KB,33849,1823
26741,26.11 KB,50879,49.69 KB,24138,1824
20530,20.05 KB,40750,39.79 KB,20220,1825
30412,29.7 KB,45184,44.12 KB,14772,1826
13368,13.05 KB,31915,31.17 KB,18547,1827
22570,22.04 KB,44852,43.8 KB,22282,1828
42383,41.39 KB,44658,43.61 KB,2275,1829
47203,46.1 KB,57910,56.55 KB,10707,1830
12030,11.75 KB,65418,63.88 KB,53388,1831
9149,8.93 KB,22623,22.09 KB,13474,1832
49806,48.64 KB,152746,149.17 KB,102940,1833
36324,35.47 KB,66398,64.84 KB,30074,1834
15189,14.83 KB,30808,30.09 KB,15619,1835
12926,12.62 KB,26990,26.36 KB,14064,1836
16672,16.28 KB,50382,49.2 KB,33710,1837
52731,51.5 KB,141653,138.33 KB,88922,1838
16981,16.58 KB,55523,54.22 KB,38542,1839
30528,29.81 KB,58770,57.39 KB,28242,1840
11192,10.93 KB,40754,39.8 KB,29562,1841
32953,32.18 KB,65703,64.16 KB,32750,1842
48583,47.44 KB,25623,25.02 KB,-22960,1843
40806,39.85 KB,57001,55.67 KB,16195,1844
12012,11.73 KB,31573,30.83 KB,19561,1845
13107,12.8 KB,27348,26.71 KB,14241,1846
46234,45.15 KB,94241,92.03 KB,48007,1847
15368,15.01 KB,30538,29.82 KB,15170,1848
10853,10.6 KB,23467,22.92 KB,12614,1849
22609,22.08 KB,57362,56.02 KB,34753,1850
33854,33.06 KB,165239,161.37 KB,131385,1851
25058,24.47 KB,36954,36.09 KB,11896,1852
52774,51.54 KB,91671,89.52 KB,38897,1853
47431,46.32 KB,140613,137.32 KB,93182,1854
7996,7.81 KB,22761,22.23 KB,14765,1855
10200,9.96 KB,24416,23.84 KB,14216,1856
28691,28.02 KB,44962,43.91 KB,16271,1857
12082,11.8 KB,25023,24.44 KB,12941,1858
12978,12.67 KB,-1,-1,-12978,1859
21986,21.47 KB,80790,78.9 KB,58804,1860
30185,29.48 KB,28470,27.8 KB,-1715,1861
26784,26.16 KB,50328,49.15 KB,23544,1862
31270,30.54 KB,99121,96.8 KB,67851,1863
33226,32.45 KB,52983,51.74 KB,19757,1864
14296,13.96 KB,-1,-1,-14296,1865
9961,9.73 KB,35704,34.87 KB,25743,1866
9739,9.51 KB,36769,35.91 KB,27030,1867
16688,16.3 KB,23316,22.77 KB,6628,1868
39956,39.02 KB,65953,64.41 KB,25997,1869
12711,12.41 KB,40332,39.39 KB,27621,1870
18716,18.28 KB,45235,44.17 KB,26519,1871
63480,61.99 KB,232368,226.92 KB,168888,1872
28456,27.79 KB,43579,42.56 KB,15123,1873
49292,48.14 KB,134722,131.56 KB,85430,1874
16498,16.11 KB,43507,42.49 KB,27009,1875
35400,34.57 KB,126509,123.54 KB,91109,1876
13879,13.55 KB,29759,29.06 KB,15880,1877
32112,31.36 KB,56749,55.42 KB,24637,1878
21803,21.29 KB,-1,-1,-21803,1879
30170,29.46 KB,56537,55.21 KB,26367,1880
72235,70.54 KB,61665,60.22 KB,-10570,1881
16334,15.95 KB,30035,29.33 KB,13701,1882
10324,10.08 KB,47995,46.87 KB,37671,1883
11719,11.44 KB,-1,-1,-11719,1884
15290,14.93 KB,223434,218.2 KB,208144,1885
74914,73.16 KB,172141,168.11 KB,97227,1886
31931,31.18 KB,152821,149.24 KB,120890,1887
12550,12.26 KB,28600,27.93 KB,16050,1888
14253,13.92 KB,29275,28.59 KB,15022,1889
9056,8.84 KB,21953,21.44 KB,12897,1890
42647,41.65 KB,85666,83.66 KB,43019,1891
38114,37.22 KB,53138,51.89 KB,15024,1892
16038,15.66 KB,77666,75.85 KB,61628,1893
29947,29.25 KB,151009,147.47 KB,121062,1894
14950,14.6 KB,28112,27.45 KB,13162,1895
62458,60.99 KB,77950,76.12 KB,15492,1896
15469,15.11 KB,59771,58.37 KB,44302,1897
13355,13.04 KB,29991,29.29 KB,16636,1898
33587,32.8 KB,39109,38.19 KB,5522,1899
22846,22.31 KB,284964,278.29 KB,262118,1900
15981,15.61 KB,30741,30.02 KB,14760,1901
13160,12.85 KB,30506,29.79 KB,17346,1902
43882,42.85 KB,107943,105.41 KB,64061,1903
14083,13.75 KB,48508,47.37 KB,34425,1904
9451,9.23 KB,22126,21.61 KB,12675,1905
17906,17.49 KB,62504,61.04 KB,44598,1906
12475,12.18 KB,80025,78.15 KB,67550,1907
10699,10.45 KB,24126,23.56 KB,13427,1908
22055,21.54 KB,51421,50.22 KB,29366,1909
17110,16.71 KB,32635,31.87 KB,15525,1910
24057,23.49 KB,42881,41.88 KB,18824,1911
17146,16.74 KB,65103,63.58 KB,47957,1912
14244,13.91 KB,27871,27.22 KB,13627,1913
11616,11.34 KB,33932,33.14 KB,22316,1914
25920,25.31 KB,69909,68.27 KB,43989,1915
12607,12.31 KB,55603,54.3 KB,42996,1916
13684,13.36 KB,81672,79.76 KB,67988,1917
25041,24.45 KB,45321,44.26 KB,20280,1918
10390,10.15 KB,24079,23.51 KB,13689,1919
28497,27.83 KB,43607,42.58 KB,15110,1920
13535,13.22 KB,-1,-1,-13535,1921
11041,10.78 KB,24322,23.75 KB,13281,1922
14553,14.21 KB,32738,31.97 KB,18185,1923
20361,19.88 KB,107942,105.41 KB,87581,1924
15077,14.72 KB,29649,28.95 KB,14572,1925
9953,9.72 KB,27476,26.83 KB,17523,1926
63760,62.27 KB,93674,91.48 KB,29914,1927
20196,19.72 KB,40572,39.62 KB,20376,1928
10263,10.02 KB,37122,36.25 KB,26859,1929
25604,25 KB,23478,22.93 KB,-2126,1930
15428,15.07 KB,31422,30.69 KB,15994,1931
23631,23.08 KB,48646,47.51 KB,25015,1932
26888,26.26 KB,80542,78.65 KB,53654,1933
16255,15.87 KB,78295,76.46 KB,62040,1934
19951,19.48 KB,79955,78.08 KB,60004,1935
11943,11.66 KB,31358,30.62 KB,19415,1936
54860,53.57 KB,69790,68.15 KB,14930,1937
23646,23.09 KB,267428,261.16 KB,243782,1938
19345,18.89 KB,41203,40.24 KB,21858,1939
12856,12.55 KB,40930,39.97 KB,28074,1940
11606,11.33 KB,39698,38.77 KB,28092,1941
21669,21.16 KB,-1,-1,-21669,1942
31158,30.43 KB,72204,70.51 KB,41046,1943
16511,16.12 KB,-1,-1,-16511,1944
13904,13.58 KB,35534,34.7 KB,21630,1945
18755,18.32 KB,38451,37.55 KB,19696,1946
23704,23.15 KB,57314,55.97 KB,33610,1947
9548,9.32 KB,120682,117.85 KB,111134,1948
9837,9.61 KB,31735,30.99 KB,21898,1949
24294,23.72 KB,223149,217.92 KB,198855,1950
12477,12.18 KB,27380,26.74 KB,14903,1951
19585,19.13 KB,36459,35.6 KB,16874,1952
10268,10.03 KB,24053,23.49 KB,13785,1953
29770,29.07 KB,53710,52.45 KB,23940,1954
21557,21.05 KB,80951,79.05 KB,59394,1955
36610,35.75 KB,43485,42.47 KB,6875,1956
22028,21.51 KB,79223,77.37 KB,57195,1957
12432,12.14 KB,39106,38.19 KB,26674,1958
19043,18.6 KB,34982,34.16 KB,15939,1959
9632,9.41 KB,24750,24.17 KB,15118,1960
27122,26.49 KB,80786,78.89 KB,53664,1961
16431,16.05 KB,35565,34.73 KB,19134,1962
28083,27.42 KB,63577,62.09 KB,35494,1963
69543,67.91 KB,107806,105.28 KB,38263,1964
14277,13.94 KB,22608,22.08 KB,8331,1965
13125,12.82 KB,29317,28.63 KB,16192,1966
15893,15.52 KB,52099,50.88 KB,36206,1967
10073,9.84 KB,-1,-1,-10073,1968
12263,11.98 KB,-1,-1,-12263,1969
8989,8.78 KB,22081,21.56 KB,13092,1970
25485,24.89 KB,-1,-1,-25485,1971
15061,14.71 KB,37418,36.54 KB,22357,1972
14427,14.09 KB,42385,41.39 KB,27958,1973
23727,23.17 KB,39735,38.8 KB,16008,1974
18768,18.33 KB,23251,22.71 KB,4483,1975
14789,14.44 KB,35194,34.37 KB,20405,1976
14134,13.8 KB,38896,37.98 KB,24762,1977
12759,12.46 KB,-1,-1,-12759,1978
11861,11.58 KB,28640,27.97 KB,16779,1979
16232,15.85 KB,-1,-1,-16232,1980
15490,15.13 KB,32446,31.69 KB,16956,1981
17723,17.31 KB,78924,77.07 KB,61201,1982
10023,9.79 KB,24067,23.5 KB,14044,1983
52050,50.83 KB,90631,88.51 KB,38581,1984
10907,10.65 KB,24073,23.51 KB,13166,1985
15927,15.55 KB,76148,74.36 KB,60221,1986
15171,14.82 KB,33065,32.29 KB,17894,1987
60458,59.04 KB,97197,94.92 KB,36739,1988
13835,13.51 KB,32182,31.43 KB,18347,1989
10229,9.99 KB,35792,34.95 KB,25563,1990
13966,13.64 KB,35914,35.07 KB,21948,1991
121575,118.73 KB,125757,122.81 KB,4182,1992
27795,27.14 KB,41096,40.13 KB,13301,1993
199252,194.58 KB,286829,280.11 KB,87577,1994
16639,16.25 KB,40750,39.79 KB,24111,1995
18238,17.81 KB,47815,46.69 KB,29577,1996
16389,16 KB,32901,32.13 KB,16512,1997
11134,10.87 KB,28384,27.72 KB,17250,1998
29653,28.96 KB,54368,53.09 KB,24715,1999
9830,9.6 KB,27069,26.43 KB,17239,2000
11528,11.26 KB,55727,54.42 KB,44199,2001
15822,15.45 KB,31544,30.8 KB,15722,2002
23220,22.68 KB,68383,66.78 KB,45163,2003
14266,13.93 KB,32944,32.17 KB,18678,2004
64540,63.03 KB,92830,90.65 KB,28290,2005
12329,12.04 KB,34287,33.48 KB,21958,2006
22145,21.63 KB,35504,34.67 KB,13359,2007
31703,30.96 KB,52144,50.92 KB,20441,2008
27042,26.41 KB,110199,107.62 KB,83157,2009
12672,12.38 KB,32870,32.1 KB,20198,2010
19284,18.83 KB,42409,41.42 KB,23125,2011
12390,12.1 KB,27409,26.77 KB,15019,2012
23609,23.06 KB,50221,49.04 KB,26612,2013
18814,18.37 KB,38801,37.89 KB,19987,2014
18581,18.15 KB,32468,31.71 KB,13887,2015
49742,48.58 KB,135648,132.47 KB,85906,2016
12423,12.13 KB,28200,27.54 KB,15777,2017
16967,16.57 KB,44552,43.51 KB,27585,2018
9735,9.51 KB,24822,24.24 KB,15087,2019
27516,26.87 KB,39601,38.67 KB,12085,2020
12057,11.77 KB,33367,32.58 KB,21310,2021
22066,21.55 KB,38935,38.02 KB,16869,2022
12898,12.6 KB,26119,25.51 KB,13221,2023
10241,10 KB,25739,25.14 KB,15498,2024
12642,12.35 KB,34918,34.1 KB,22276,2025
11635,11.36 KB,26281,25.67 KB,14646,2026
17286,16.88 KB,31666,30.92 KB,14380,2027
71421,69.75 KB,95845,93.6 KB,24424,2028
17521,17.11 KB,35786,34.95 KB,18265,2029
17732,17.32 KB,50677,49.49 KB,32945,2030
14406,14.07 KB,48114,46.99 KB,33708,2031
15047,14.69 KB,38087,37.19 KB,23040,2032
10136,9.9 KB,25690,25.09 KB,15554,2033
13587,13.27 KB,-1,-1,-13587,2034
18451,18.02 KB,51421,50.22 KB,32970,2035
16298,15.92 KB,33228,32.45 KB,16930,2036
18514,18.08 KB,42577,41.58 KB,24063,2037
9969,9.74 KB,25665,25.06 KB,15696,2038
83003,81.06 KB,180975,176.73 KB,97972,2039
12278,11.99 KB,43735,42.71 KB,31457,2040
14546,14.21 KB,33755,32.96 KB,19209,2041
23246,22.7 KB,136025,132.84 KB,112779,2042
17555,17.14 KB,234392,228.9 KB,216837,2043
30800,30.08 KB,66251,64.7 KB,35451,2044
22520,21.99 KB,33045,32.27 KB,10525,2045
18453,18.02 KB,35678,34.84 KB,17225,2046
11643,11.37 KB,35352,34.52 KB,23709,2047
11110,10.85 KB,85342,83.34 KB,74232,2048
14737,14.39 KB,44422,43.38 KB,29685,2049
24220,23.65 KB,73039,71.33 KB,48819,2050
13266,12.96 KB,37692,36.81 KB,24426,2051
12321,12.03 KB,29126,28.44 KB,16805,2052
11358,11.09 KB,37720,36.84 KB,26362,2053
51337,50.13 KB,232192,226.75 KB,180855,2054
28652,27.98 KB,49650,48.49 KB,20998,2055
15927,15.55 KB,37035,36.17 KB,21108,2056
13245,12.93 KB,30967,30.24 KB,17722,2057
16688,16.3 KB,33751,32.96 KB,17063,2058
11249,10.99 KB,27391,26.75 KB,16142,2059
14386,14.05 KB,29710,29.01 KB,15324,2060
10358,10.12 KB,24141,23.58 KB,13783,2061
18274,17.85 KB,49606,48.44 KB,31332,2062
33103,32.33 KB,41001,40.04 KB,7898,2063
25110,24.52 KB,63639,62.15 KB,38529,2064
24015,23.45 KB,45063,44.01 KB,21048,2065
17547,17.14 KB,159448,155.71 KB,141901,2066
19357,18.9 KB,39523,38.6 KB,20166,2067
16151,15.77 KB,41924,40.94 KB,25773,2068
33157,32.38 KB,65128,63.6 KB,31971,2069
25905,25.3 KB,38926,38.01 KB,13021,2070
14477,14.14 KB,35085,34.26 KB,20608,2071
9904,9.67 KB,24047,23.48 KB,14143,2072
12221,11.93 KB,-1,-1,-12221,2073
11763,11.49 KB,34639,33.83 KB,22876,2074
9893,9.66 KB,27140,26.5 KB,17247,2075
11069,10.81 KB,24128,23.56 KB,13059,2076
16536,16.15 KB,87606,85.55 KB,71070,2077
11794,11.52 KB,38012,37.12 KB,26218,2078
67371,65.79 KB,179744,175.53 KB,112373,2079
24035,23.47 KB,46288,45.2 KB,22253,2080
28806,28.13 KB,69574,67.94 KB,40768,2081
13805,13.48 KB,31901,31.15 KB,18096,2082
16406,16.02 KB,50075,48.9 KB,33669,2083
17072,16.67 KB,28738,28.06 KB,11666,2084
19176,18.73 KB,33555,32.77 KB,14379,2085
19579,19.12 KB,39175,38.26 KB,19596,2086
13903,13.58 KB,44621,43.58 KB,30718,2087
9464,9.24 KB,22202,21.68 KB,12738,2088
14716,14.37 KB,28496,27.83 KB,13780,2089
21102,20.61 KB,76749,74.95 KB,55647,2090
17281,16.88 KB,37423,36.55 KB,20142,2091
23905,23.34 KB,76507,74.71 KB,52602,2092
10868,10.61 KB,29215,28.53 KB,18347,2093
14024,13.7 KB,25731,25.13 KB,11707,2094
12043,11.76 KB,34364,33.56 KB,22321,2095
190283,185.82 KB,389631,380.5 KB,199348,2096
37280,36.41 KB,53169,51.92 KB,15889,2097
13863,13.54 KB,39149,38.23 KB,25286,2098
21611,21.1 KB,83226,81.28 KB,61615,2099
268286,262 KB,361565,353.09 KB,93279,2100
14759,14.41 KB,34377,33.57 KB,19618,2101
22584,22.05 KB,65930,64.38 KB,43346,2102
14556,14.21 KB,41015,40.05 KB,26459,2103
19537,19.08 KB,33574,32.79 KB,14037,2104
13809,13.49 KB,34448,33.64 KB,20639,2105
23056,22.52 KB,31519,30.78 KB,8463,2106
20375,19.9 KB,38208,37.31 KB,17833,2107
12180,11.89 KB,81342,79.44 KB,69162,2108
36855,35.99 KB,121332,118.49 KB,84477,2109
23848,23.29 KB,61697,60.25 KB,37849,2110
63366,61.88 KB,131555,128.47 KB,68189,2111
12181,11.9 KB,39330,38.41 KB,27149,2112
54090,52.82 KB,81883,79.96 KB,27793,2113
8986,8.78 KB,22466,21.94 KB,13480,2114
12116,11.83 KB,50059,48.89 KB,37943,2115
11788,11.51 KB,41869,40.89 KB,30081,2116
20777,20.29 KB,41328,40.36 KB,20551,2117
12176,11.89 KB,42450,41.46 KB,30274,2118
15270,14.91 KB,42350,41.36 KB,27080,2119
22160,21.64 KB,62617,61.15 KB,40457,2120
23491,22.94 KB,71717,70.04 KB,48226,2121
11872,11.59 KB,92782,90.61 KB,80910,2122
53836,52.57 KB,129681,126.64 KB,75845,2123
71219,69.55 KB,92755,90.58 KB,21536,2124
15584,15.22 KB,68336,66.73 KB,52752,2125
42910,41.9 KB,77365,75.55 KB,34455,2126
27953,27.3 KB,43011,42 KB,15058,2127
62059,60.6 KB,102957,100.54 KB,40898,2128
30618,29.9 KB,57410,56.06 KB,26792,2129
36952,36.09 KB,74490,72.74 KB,37538,2130
27123,26.49 KB,53872,52.61 KB,26749,2131
15140,14.79 KB,32371,31.61 KB,17231,2132
15751,15.38 KB,232126,226.69 KB,216375,2133
9449,9.23 KB,23701,23.15 KB,14252,2134
25350,24.76 KB,157575,153.88 KB,132225,2135
25306,24.71 KB,42598,41.6 KB,17292,2136
22274,21.75 KB,42435,41.44 KB,20161,2137
15776,15.41 KB,77417,75.6 KB,61641,2138
10926,10.67 KB,47331,46.22 KB,36405,2139
12790,12.49 KB,32057,31.31 KB,19267,2140
9981,9.75 KB,42949,41.94 KB,32968,2141
11484,11.21 KB,31638,30.9 KB,20154,2142
12105,11.82 KB,73849,72.12 KB,61744,2143
13700,13.38 KB,30859,30.14 KB,17159,2144
66006,64.46 KB,100333,97.98 KB,34327,2145
15259,14.9 KB,163140,159.32 KB,147881,2146
33116,32.34 KB,94284,92.07 KB,61168,2147
25949,25.34 KB,46258,45.17 KB,20309,2148
12545,12.25 KB,37320,36.45 KB,24775,2149
23338,22.79 KB,47943,46.82 KB,24605,2150
11155,10.89 KB,-1,-1,-11155,2151
23127,22.58 KB,38627,37.72 KB,15500,2152
27338,26.7 KB,43573,42.55 KB,16235,2153
10400,10.16 KB,25497,24.9 KB,15097,2154
14542,14.2 KB,45136,44.08 KB,30594,2155
35116,34.29 KB,63032,61.55 KB,27916,2156
18417,17.99 KB,39379,38.46 KB,20962,2157
15462,15.1 KB,32988,32.21 KB,17526,2158
15984,15.61 KB,51859,50.64 KB,35875,2159
13827,13.5 KB,55423,54.12 KB,41596,2160
28229,27.57 KB,47762,46.64 KB,19533,2161
9747,9.52 KB,23573,23.02 KB,13826,2162
11074,10.81 KB,26665,26.04 KB,15591,2163
18230,17.8 KB,37355,36.48 KB,19125,2164
12912,12.61 KB,30638,29.92 KB,17726,2165
34217,33.42 KB,-1,-1,-34217,2166
10442,10.2 KB,78363,76.53 KB,67921,2167
18517,18.08 KB,36844,35.98 KB,18327,2168
30627,29.91 KB,43131,42.12 KB,12504,2169
13138,12.83 KB,84445,82.47 KB,71307,2170
9838,9.61 KB,94822,92.6 KB,84984,2171
26360,25.74 KB,35107,34.28 KB,8747,2172
16696,16.3 KB,91937,89.78 KB,75241,2173
14202,13.87 KB,27089,26.45 KB,12887,2174
35670,34.83 KB,-1,-1,-35670,2175
56283,54.96 KB,70441,68.79 KB,14158,2176
59218,57.83 KB,94905,92.68 KB,35687,2177
11564,11.29 KB,35822,34.98 KB,24258,2178
12909,12.61 KB,30080,29.38 KB,17171,2179
12514,12.22 KB,35288,34.46 KB,22774,2180
20517,20.04 KB,667417,651.77 KB,646900,2181
17582,17.17 KB,36419,35.57 KB,18837,2182
30986,30.26 KB,51831,50.62 KB,20845,2183
13587,13.27 KB,28612,27.94 KB,15025,2184
24989,24.4 KB,37033,36.17 KB,12044,2185
36744,35.88 KB,84810,82.82 KB,48066,2186
14220,13.89 KB,29914,29.21 KB,15694,2187
13097,12.79 KB,29237,28.55 KB,16140,2188
29749,29.05 KB,44106,43.07 KB,14357,2189
16042,15.67 KB,24579,24 KB,8537,2190
13502,13.19 KB,41271,40.3 KB,27769,2191
15663,15.3 KB,34936,34.12 KB,19273,2192
10675,10.42 KB,202885,198.13 KB,192210,2193
12097,11.81 KB,29259,28.57 KB,17162,2194
43289,42.27 KB,86619,84.59 KB,43330,2195
12312,12.02 KB,75393,73.63 KB,63081,2196
10692,10.44 KB,31616,30.88 KB,20924,2197
45365,44.3 KB,185620,181.27 KB,140255,2198
15152,14.8 KB,26783,26.16 KB,11631,2199
23811,23.25 KB,40593,39.64 KB,16782,2200
59988,58.58 KB,179804,175.59 KB,119816,2201
14380,14.04 KB,29752,29.05 KB,15372,2202
42519,41.52 KB,94228,92.02 KB,51709,2203
17354,16.95 KB,36108,35.26 KB,18754,2204
58735,57.36 KB,183637,179.33 KB,124902,2205
31938,31.19 KB,76592,74.8 KB,44654,2206
18350,17.92 KB,23127,22.58 KB,4777,2207
18846,18.4 KB,41625,40.65 KB,22779,2208
49446,48.29 KB,75128,73.37 KB,25682,2209
12958,12.65 KB,34858,34.04 KB,21900,2210
89023,86.94 KB,137246,134.03 KB,48223,2211
32197,31.44 KB,52727,51.49 KB,20530,2212
14692,14.35 KB,28144,27.48 KB,13452,2213
16107,15.73 KB,62658,61.19 KB,46551,2214
9176,8.96 KB,22426,21.9 KB,13250,2215
26975,26.34 KB,58633,57.26 KB,31658,2216
11700,11.43 KB,37058,36.19 KB,25358,2217
34835,34.02 KB,71545,69.87 KB,36710,2218
22719,22.19 KB,71082,69.42 KB,48363,2219
16009,15.63 KB,27895,27.24 KB,11886,2220
27265,26.63 KB,57698,56.35 KB,30433,2221
17385,16.98 KB,32743,31.98 KB,15358,2222
14186,13.85 KB,45856,44.78 KB,31670,2223
31944,31.2 KB,59216,57.83 KB,27272,2224
10938,10.68 KB,24790,24.21 KB,13852,2225
18006,17.58 KB,33575,32.79 KB,15569,2226
105703,103.23 KB,174192,170.11 KB,68489,2227
67876,66.29 KB,123961,121.06 KB,56085,2228
26150,25.54 KB,76679,74.88 KB,50529,2229
79792,77.92 KB,224262,219.01 KB,144470,2230
13880,13.55 KB,27408,26.77 KB,13528,2231
51487,50.28 KB,65818,64.28 KB,14331,2232
13101,12.79 KB,28310,27.65 KB,15209,2233
34528,33.72 KB,49882,48.71 KB,15354,2234
22535,22.01 KB,38468,37.57 KB,15933,2235
22255,21.73 KB,24905,24.32 KB,2650,2236
11806,11.53 KB,31323,30.59 KB,19517,2237
19313,18.86 KB,31143,30.41 KB,11830,2238
23775,23.22 KB,40476,39.53 KB,16701,2239
14273,13.94 KB,36184,35.34 KB,21911,2240
19971,19.5 KB,46802,45.71 KB,26831,2241
16138,15.76 KB,72719,71.01 KB,56581,2242
12152,11.87 KB,148194,144.72 KB,136042,2243
12531,12.24 KB,26267,25.65 KB,13736,2244
22495,21.97 KB,43290,42.28 KB,20795,2245
16675,16.28 KB,28703,28.03 KB,12028,2246
15718,15.35 KB,49332,48.18 KB,33614,2247
20007,19.54 KB,41488,40.52 KB,21481,2248
21120,20.62 KB,58605,57.23 KB,37485,2249
35840,35 KB,45769,44.7 KB,9929,2250
13610,13.29 KB,74154,72.42 KB,60544,2251
10515,10.27 KB,29333,28.65 KB,18818,2252
61624,60.18 KB,73854,72.12 KB,12230,2253
37294,36.42 KB,67341,65.76 KB,30047,2254
10862,10.61 KB,26014,25.4 KB,15152,2255
38676,37.77 KB,70525,68.87 KB,31849,2256
18945,18.5 KB,60532,59.11 KB,41587,2257
11075,10.82 KB,25507,24.91 KB,14432,2258
11744,11.47 KB,29117,28.43 KB,17373,2259
32925,32.15 KB,110332,107.75 KB,77407,2260
21527,21.02 KB,45767,44.69 KB,24240,2261
17017,16.62 KB,25563,24.96 KB,8546,2262
9904,9.67 KB,23758,23.2 KB,13854,2263
58850,57.47 KB,156350,152.69 KB,97500,2264
20385,19.91 KB,47624,46.51 KB,27239,2265
12173,11.89 KB,110091,107.51 KB,97918,2266
9930,9.7 KB,23211,22.67 KB,13281,2267
74363,72.62 KB,83224,81.27 KB,8861,2268
20565,20.08 KB,38617,37.71 KB,18052,2269
18530,18.1 KB,30024,29.32 KB,11494,2270
15027,14.67 KB,42646,41.65 KB,27619,2271
12304,12.02 KB,29656,28.96 KB,17352,2272
33407,32.62 KB,61612,60.17 KB,28205,2273
29240,28.55 KB,46749,45.65 KB,17509,2274
11772,11.5 KB,22949,22.41 KB,11177,2275
13281,12.97 KB,28750,28.08 KB,15469,2276
9951,9.72 KB,51570,50.36 KB,41619,2277
18270,17.84 KB,33005,32.23 KB,14735,2278
18000,17.58 KB,42219,41.23 KB,24219,2279
17910,17.49 KB,46226,45.14 KB,28316,2280
10748,10.5 KB,41993,41.01 KB,31245,2281
93736,91.54 KB,170378,166.38 KB,76642,2282
10955,10.7 KB,42625,41.63 KB,31670,2283
29001,28.32 KB,55908,54.6 KB,26907,2284
14905,14.56 KB,49321,48.17 KB,34416,2285
35246,34.42 KB,43935,42.91 KB,8689,2286
26196,25.58 KB,71167,69.5 KB,44971,2287
35359,34.53 KB,40666,39.71 KB,5307,2288
48228,47.1 KB,65408,63.88 KB,17180,2289
23211,22.67 KB,46312,45.23 KB,23101,2290
18943,18.5 KB,85363,83.36 KB,66420,2291
10745,10.49 KB,84558,82.58 KB,73813,2292
34885,34.07 KB,63091,61.61 KB,28206,2293
9732,9.5 KB,22224,21.7 KB,12492,2294
39467,38.54 KB,80850,78.96 KB,41383,2295
16392,16.01 KB,34743,33.93 KB,18351,2296
11013,10.75 KB,24086,23.52 KB,13073,2297
16721,16.33 KB,57700,56.35 KB,40979,2298
31180,30.45 KB,57995,56.64 KB,26815,2299
63320,61.84 KB,62122,60.67 KB,-1198,2300
23222,22.68 KB,127547,124.56 KB,104325,2301
21067,20.57 KB,54189,52.92 KB,33122,2302
13337,13.02 KB,36543,35.69 KB,23206,2303
9110,8.9 KB,22738,22.21 KB,13628,2304
26655,26.03 KB,204166,199.38 KB,177511,2305
84764,82.78 KB,167300,163.38 KB,82536,2306
9088,8.88 KB,22471,21.94 KB,13383,2307
14250,13.92 KB,38128,37.23 KB,23878,2308
13774,13.45 KB,-1,-1,-13774,2309
10923,10.67 KB,27216,26.58 KB,16293,2310
13651,13.33 KB,31338,30.6 KB,17687,2311
49113,47.96 KB,207776,202.91 KB,158663,2312
11600,11.33 KB,31745,31 KB,20145,2313
11750,11.47 KB,34671,33.86 KB,22921,2314
16465,16.08 KB,45067,44.01 KB,28602,2315
127036,124.06 KB,114731,112.04 KB,-12305,2316
20480,20 KB,91491,89.35 KB,71011,2317
14116,13.79 KB,28664,27.99 KB,14548,2318
45955,44.88 KB,79677,77.81 KB,33722,2319
11090,10.83 KB,42002,41.02 KB,30912,2320
36460,35.61 KB,71530,69.85 KB,35070,2321
13690,13.37 KB,67894,66.3 KB,54204,2322
22809,22.27 KB,-1,-1,-22809,2323
55890,54.58 KB,66330,64.78 KB,10440,2324
46157,45.08 KB,86652,84.62 KB,40495,2325
22244,21.72 KB,36981,36.11 KB,14737,2326
97947,95.65 KB,120166,117.35 KB,22219,2327
14761,14.42 KB,40247,39.3 KB,25486,2328
10336,10.09 KB,38624,37.72 KB,28288,2329
20244,19.77 KB,48928,47.78 KB,28684,2330
29990,29.29 KB,52357,51.13 KB,22367,2331
27136,26.5 KB,75245,73.48 KB,48109,2332
51709,50.5 KB,63006,61.53 KB,11297,2333
9186,8.97 KB,23932,23.37 KB,14746,2334
19442,18.99 KB,89342,87.25 KB,69900,2335
14048,13.72 KB,36678,35.82 KB,22630,2336
31965,31.22 KB,-1,-1,-31965,2337
10647,10.4 KB,24017,23.45 KB,13370,2338
21887,21.37 KB,66755,65.19 KB,44868,2339
18010,17.59 KB,47315,46.21 KB,29305,2340
14727,14.38 KB,54260,52.99 KB,39533,2341
