old_size,old_sizeh,new_size,new_sizeh,dif,idx
44510,43.47 KB,128441,125.43 KB,83931,4741
12496,12.2 KB,30769,30.05 KB,18273,4742
12870,12.57 KB,30624,29.91 KB,17754,4743
35546,34.71 KB,73619,71.89 KB,38073,4744
19873,19.41 KB,51861,50.65 KB,31988,4745
16778,16.38 KB,37414,36.54 KB,20636,4746
38155,37.26 KB,50728,49.54 KB,12573,4747
13454,13.14 KB,25908,25.3 KB,12454,4748
15380,15.02 KB,29924,29.22 KB,14544,4749
12861,12.56 KB,98210,95.91 KB,85349,4750
27448,26.8 KB,45744,44.67 KB,18296,4751
14002,13.67 KB,48314,47.18 KB,34312,4752
9819,9.59 KB,23405,22.86 KB,13586,4753
64923,63.4 KB,110577,107.99 KB,45654,4754
63362,61.88 KB,130416,127.36 KB,67054,4755
11509,11.24 KB,27593,26.95 KB,16084,4756
10900,10.64 KB,-1,-1,-10900,4757
12095,11.81 KB,33645,32.86 KB,21550,4758
10928,10.67 KB,-1,-1,-10928,4759
14873,14.52 KB,26973,26.34 KB,12100,4760
29586,28.89 KB,53269,52.02 KB,23683,4761
14853,14.5 KB,49341,48.18 KB,34488,4762
46968,45.87 KB,87058,85.02 KB,40090,4763
9612,9.39 KB,32181,31.43 KB,22569,4764
23442,22.89 KB,56232,54.91 KB,32790,4765
11583,11.31 KB,46054,44.97 KB,34471,4766
12879,12.58 KB,65171,63.64 KB,52292,4767
99768,97.43 KB,906541,885.29 KB,806773,4768
9027,8.82 KB,28061,27.4 KB,19034,4769
38327,37.43 KB,112120,109.49 KB,73793,4770
16544,16.16 KB,204727,199.93 KB,188183,4771
13809,13.49 KB,30782,30.06 KB,16973,4772
22680,22.15 KB,51525,50.32 KB,28845,4773
22251,21.73 KB,70961,69.3 KB,48710,4774
12765,12.47 KB,28382,27.72 KB,15617,4775
37983,37.09 KB,73924,72.19 KB,35941,4776
23309,22.76 KB,39379,38.46 KB,16070,4777
12451,12.16 KB,46393,45.31 KB,33942,4778
80324,78.44 KB,23769,23.21 KB,-56555,4779
15755,15.39 KB,42240,41.25 KB,26485,4780
18477,18.04 KB,66786,65.22 KB,48309,4781
35970,35.13 KB,140668,137.37 KB,104698,4782
10831,10.58 KB,24863,24.28 KB,14032,4783
20329,19.85 KB,44970,43.92 KB,24641,4784
22837,22.3 KB,32353,31.59 KB,9516,4785
16278,15.9 KB,32903,32.13 KB,16625,4786
18524,18.09 KB,67819,66.23 KB,49295,4787
11448,11.18 KB,36892,36.03 KB,25444,4788
20584,20.1 KB,30541,29.83 KB,9957,4789
21560,21.05 KB,184585,180.26 KB,163025,4790
32766,32 KB,31979,31.23 KB,-787,4791
16663,16.27 KB,42639,41.64 KB,25976,4792
46474,45.38 KB,79243,77.39 KB,32769,4793
14205,13.87 KB,27698,27.05 KB,13493,4794
64945,63.42 KB,81949,80.03 KB,17004,4795
13699,13.38 KB,72643,70.94 KB,58944,4796
43611,42.59 KB,55735,54.43 KB,12124,4797
9257,9.04 KB,22653,22.12 KB,13396,4798
12584,12.29 KB,51192,49.99 KB,38608,4799
22487,21.96 KB,48625,47.49 KB,26138,4800
16828,16.43 KB,91351,89.21 KB,74523,4801
38178,37.28 KB,64212,62.71 KB,26034,4802
9421,9.2 KB,21914,21.4 KB,12493,4803
15507,15.14 KB,42249,41.26 KB,26742,4804
19700,19.24 KB,58249,56.88 KB,38549,4805
12031,11.75 KB,97094,94.82 KB,85063,4806
66110,64.56 KB,75829,74.05 KB,9719,4807
18512,18.08 KB,47328,46.22 KB,28816,4808
50384,49.2 KB,79844,77.97 KB,29460,4809
35485,34.65 KB,59952,58.55 KB,24467,4810
10548,10.3 KB,28720,28.05 KB,18172,4811
9377,9.16 KB,24231,23.66 KB,14854,4812
12414,12.12 KB,37569,36.69 KB,25155,4813
62759,61.29 KB,81522,79.61 KB,18763,4814
12655,12.36 KB,27269,26.63 KB,14614,4815
18357,17.93 KB,38468,37.57 KB,20111,4816
31429,30.69 KB,52850,51.61 KB,21421,4817
40140,39.2 KB,132742,129.63 KB,92602,4818
27866,27.21 KB,44316,43.28 KB,16450,4819
62347,60.89 KB,71889,70.2 KB,9542,4820
11438,11.17 KB,45324,44.26 KB,33886,4821
15909,15.54 KB,54607,53.33 KB,38698,4822
21443,20.94 KB,-1,-1,-21443,4823
31343,30.61 KB,51376,50.17 KB,20033,4824
12047,11.76 KB,25775,25.17 KB,13728,4825
17260,16.86 KB,59513,58.12 KB,42253,4826
9470,9.25 KB,22683,22.15 KB,13213,4827
14962,14.61 KB,35441,34.61 KB,20479,4828
37012,36.14 KB,49739,48.57 KB,12727,4829
12020,11.74 KB,48205,47.08 KB,36185,4830
16691,16.3 KB,-1,-1,-16691,4831
12094,11.81 KB,100034,97.69 KB,87940,4832
12235,11.95 KB,59677,58.28 KB,47442,4833
12920,12.62 KB,33485,32.7 KB,20565,4834
413057,403.38 KB,482046,470.75 KB,68989,4835
31165,30.43 KB,40193,39.25 KB,9028,4836
81114,79.21 KB,363370,354.85 KB,282256,4837
23505,22.95 KB,46357,45.27 KB,22852,4838
17447,17.04 KB,46446,45.36 KB,28999,4839
33999,33.2 KB,53337,52.09 KB,19338,4840
29554,28.86 KB,50689,49.5 KB,21135,4841
14752,14.41 KB,31088,30.36 KB,16336,4842
16444,16.06 KB,45517,44.45 KB,29073,4843
16540,16.15 KB,31339,30.6 KB,14799,4844
69666,68.03 KB,-1,-1,-69666,4845
10749,10.5 KB,32298,31.54 KB,21549,4846
18244,17.82 KB,107150,104.64 KB,88906,4847
17027,16.63 KB,99052,96.73 KB,82025,4848
16785,16.39 KB,52915,51.67 KB,36130,4849
18644,18.21 KB,62555,61.09 KB,43911,4850
14577,14.24 KB,22136,21.62 KB,7559,4851
21990,21.47 KB,39806,38.87 KB,17816,4852
16222,15.84 KB,29719,29.02 KB,13497,4853
31365,30.63 KB,69835,68.2 KB,38470,4854
10321,10.08 KB,26960,26.33 KB,16639,4855
12644,12.35 KB,26930,26.3 KB,14286,4856
48306,47.17 KB,65781,64.24 KB,17475,4857
47546,46.43 KB,157190,153.51 KB,109644,4858
12160,11.88 KB,89734,87.63 KB,77574,4859
13897,13.57 KB,29521,28.83 KB,15624,4860
12238,11.95 KB,25492,24.89 KB,13254,4861
10506,10.26 KB,23044,22.5 KB,12538,4862
25407,24.81 KB,36819,35.96 KB,11412,4863
12504,12.21 KB,25981,25.37 KB,13477,4864
36275,35.42 KB,53034,51.79 KB,16759,4865
14616,14.27 KB,644290,629.19 KB,629674,4866
15320,14.96 KB,41260,40.29 KB,25940,4867
25281,24.69 KB,50897,49.7 KB,25616,4868
19837,19.37 KB,45067,44.01 KB,25230,4869
24922,24.34 KB,-1,-1,-24922,4870
15002,14.65 KB,42537,41.54 KB,27535,4871
15755,15.39 KB,34433,33.63 KB,18678,4872
11393,11.13 KB,26420,25.8 KB,15027,4873
43098,42.09 KB,65023,63.5 KB,21925,4874
17206,16.8 KB,41653,40.68 KB,24447,4875
17026,16.63 KB,43431,42.41 KB,26405,4876
11354,11.09 KB,-1,-1,-11354,4877
36931,36.07 KB,104800,102.34 KB,67869,4878
16307,15.92 KB,38398,37.5 KB,22091,4879
31153,30.42 KB,114651,111.96 KB,83498,4880
18102,17.68 KB,33285,32.5 KB,15183,4881
15973,15.6 KB,37732,36.85 KB,21759,4882
11418,11.15 KB,32085,31.33 KB,20667,4883
14412,14.07 KB,32154,31.4 KB,17742,4884
18898,18.46 KB,27809,27.16 KB,8911,4885
17965,17.54 KB,69232,67.61 KB,51267,4886
16607,16.22 KB,-1,-1,-16607,4887
39743,38.81 KB,61439,60 KB,21696,4888
41832,40.85 KB,84261,82.29 KB,42429,4889
139697,136.42 KB,275151,268.7 KB,135454,4890
21672,21.16 KB,38919,38.01 KB,17247,4891
16943,16.55 KB,44989,43.93 KB,28046,4892
19167,18.72 KB,22617,22.09 KB,3450,4893
24243,23.67 KB,66034,64.49 KB,41791,4894
9990,9.76 KB,25002,24.42 KB,15012,4895
13308,13 KB,31151,30.42 KB,17843,4896
23086,22.54 KB,35278,34.45 KB,12192,4897
9994,9.76 KB,98718,96.4 KB,88724,4898
42787,41.78 KB,33934,33.14 KB,-8853,4899
31157,30.43 KB,50370,49.19 KB,19213,4900
14146,13.81 KB,34452,33.64 KB,20306,4901
27195,26.56 KB,145195,141.79 KB,118000,4902
17881,17.46 KB,34687,33.87 KB,16806,4903
33687,32.9 KB,45786,44.71 KB,12099,4904
8948,8.74 KB,23315,22.77 KB,14367,4905
30972,30.25 KB,62607,61.14 KB,31635,4906
21973,21.46 KB,47606,46.49 KB,25633,4907
13456,13.14 KB,30522,29.81 KB,17066,4908
11091,10.83 KB,24613,24.04 KB,13522,4909
18417,17.99 KB,65636,64.1 KB,47219,4910
47266,46.16 KB,71006,69.34 KB,23740,4911
57072,55.73 KB,88967,86.88 KB,31895,4912
16040,15.66 KB,36601,35.74 KB,20561,4913
11335,11.07 KB,42195,41.21 KB,30860,4914
13249,12.94 KB,26744,26.12 KB,13495,4915
16473,16.09 KB,54340,53.07 KB,37867,4916
13301,12.99 KB,35821,34.98 KB,22520,4917
39368,38.45 KB,22129,21.61 KB,-17239,4918
9525,9.3 KB,23260,22.71 KB,13735,4919
10848,10.59 KB,24713,24.13 KB,13865,4920
9450,9.23 KB,27744,27.09 KB,18294,4921
18839,18.4 KB,32596,31.83 KB,13757,4922
13330,13.02 KB,28048,27.39 KB,14718,4923
31472,30.73 KB,69076,67.46 KB,37604,4924
28073,27.42 KB,64868,63.35 KB,36795,4925
13884,13.56 KB,34120,33.32 KB,20236,4926
16825,16.43 KB,34188,33.39 KB,17363,4927
35871,35.03 KB,50639,49.45 KB,14768,4928
9873,9.64 KB,50852,49.66 KB,40979,4929
19777,19.31 KB,36040,35.2 KB,16263,4930
17167,16.76 KB,61050,59.62 KB,43883,4931
11386,11.12 KB,29835,29.14 KB,18449,4932
66631,65.07 KB,104548,102.1 KB,37917,4933
15098,14.74 KB,24061,23.5 KB,8963,4934
49868,48.7 KB,81258,79.35 KB,31390,4935
60232,58.82 KB,78006,76.18 KB,17774,4936
17107,16.71 KB,33750,32.96 KB,16643,4937
16101,15.72 KB,47072,45.97 KB,30971,4938
12131,11.85 KB,41347,40.38 KB,29216,4939
21371,20.87 KB,45848,44.77 KB,24477,4940
14477,14.14 KB,28682,28.01 KB,14205,4941
11123,10.86 KB,27056,26.42 KB,15933,4942
10340,10.1 KB,21873,21.36 KB,11533,4943
16861,16.47 KB,-1,-1,-16861,4944
15747,15.38 KB,30508,29.79 KB,14761,4945
11963,11.68 KB,23493,22.94 KB,11530,4946
18672,18.23 KB,43397,42.38 KB,24725,4947
10742,10.49 KB,51132,49.93 KB,40390,4948
11402,11.13 KB,25345,24.75 KB,13943,4949
16400,16.02 KB,28465,27.8 KB,12065,4950
16022,15.65 KB,130602,127.54 KB,114580,4951
26732,26.11 KB,43818,42.79 KB,17086,4952
13564,13.25 KB,40301,39.36 KB,26737,4953
26600,25.98 KB,80020,78.14 KB,53420,4954
13664,13.34 KB,32720,31.95 KB,19056,4955
14854,14.51 KB,31602,30.86 KB,16748,4956
13651,13.33 KB,69806,68.17 KB,56155,4957
28422,27.76 KB,39986,39.05 KB,11564,4958
12790,12.49 KB,48002,46.88 KB,35212,4959
13679,13.36 KB,38772,37.86 KB,25093,4960
20187,19.71 KB,74882,73.13 KB,54695,4961
18602,18.17 KB,45574,44.51 KB,26972,4962
39825,38.89 KB,74551,72.8 KB,34726,4963
35774,34.94 KB,92515,90.35 KB,56741,4964
14538,14.2 KB,52421,51.19 KB,37883,4965
32460,31.7 KB,40229,39.29 KB,7769,4966
49275,48.12 KB,99771,97.43 KB,50496,4967
14481,14.14 KB,31260,30.53 KB,16779,4968
23821,23.26 KB,124116,121.21 KB,100295,4969
15965,15.59 KB,52622,51.39 KB,36657,4970
11195,10.93 KB,-1,-1,-11195,4971
15748,15.38 KB,25450,24.85 KB,9702,4972
27172,26.54 KB,-1,-1,-27172,4973
16293,15.91 KB,37265,36.39 KB,20972,4974
21158,20.66 KB,66842,65.28 KB,45684,4975
49248,48.09 KB,85148,83.15 KB,35900,4976
35122,34.3 KB,64815,63.3 KB,29693,4977
34236,33.43 KB,58897,57.52 KB,24661,4978
10576,10.33 KB,39136,38.22 KB,28560,4979
15517,15.15 KB,56862,55.53 KB,41345,4980
44362,43.32 KB,-1,-1,-44362,4981
21972,21.46 KB,44929,43.88 KB,22957,4982
61145,59.71 KB,212961,207.97 KB,151816,4983
13336,13.02 KB,41926,40.94 KB,28590,4984
9164,8.95 KB,22573,22.04 KB,13409,4985
26049,25.44 KB,45418,44.35 KB,19369,4986
14152,13.82 KB,35391,34.56 KB,21239,4987
20717,20.23 KB,152613,149.04 KB,131896,4988
11787,11.51 KB,57665,56.31 KB,45878,4989
23923,23.36 KB,42876,41.87 KB,18953,4990
14542,14.2 KB,42893,41.89 KB,28351,4991
25217,24.63 KB,68600,66.99 KB,43383,4992
14550,14.21 KB,34228,33.43 KB,19678,4993
41918,40.94 KB,84135,82.16 KB,42217,4994
37362,36.49 KB,160818,157.05 KB,123456,4995
18049,17.63 KB,90744,88.62 KB,72695,4996
40660,39.71 KB,-1,-1,-40660,4997
59117,57.73 KB,74629,72.88 KB,15512,4998
9019,8.81 KB,50820,49.63 KB,41801,4999
17553,17.14 KB,54863,53.58 KB,37310,5000
11173,10.91 KB,29661,28.97 KB,18488,5001
18410,17.98 KB,41511,40.54 KB,23101,5002
19821,19.36 KB,35043,34.22 KB,15222,5003
32502,31.74 KB,86044,84.03 KB,53542,5004
17614,17.2 KB,30598,29.88 KB,12984,5005
19571,19.11 KB,43243,42.23 KB,23672,5006
11218,10.96 KB,25862,25.26 KB,14644,5007
16842,16.45 KB,36112,35.27 KB,19270,5008
17358,16.95 KB,40821,39.86 KB,23463,5009
23279,22.73 KB,142570,139.23 KB,119291,5010
21915,21.4 KB,53204,51.96 KB,31289,5011
17074,16.67 KB,29421,28.73 KB,12347,5012
19952,19.48 KB,34505,33.7 KB,14553,5013
11902,11.62 KB,43037,42.03 KB,31135,5014
23508,22.96 KB,48225,47.09 KB,24717,5015
12263,11.98 KB,57500,56.15 KB,45237,5016
33840,33.05 KB,-1,-1,-33840,5017
12523,12.23 KB,34598,33.79 KB,22075,5018
23756,23.2 KB,38876,37.96 KB,15120,5019
22525,22 KB,40149,39.21 KB,17624,5020
27878,27.22 KB,38875,37.96 KB,10997,5021
14004,13.68 KB,42897,41.89 KB,28893,5022
14492,14.15 KB,32657,31.89 KB,18165,5023
30255,29.55 KB,157679,153.98 KB,127424,5024
24067,23.5 KB,54532,53.25 KB,30465,5025
11742,11.47 KB,22406,21.88 KB,10664,5026
13062,12.76 KB,51531,50.32 KB,38469,5027
29370,28.68 KB,80002,78.13 KB,50632,5028
17273,16.87 KB,53113,51.87 KB,35840,5029
23310,22.76 KB,45615,44.55 KB,22305,5030
15952,15.58 KB,26557,25.93 KB,10605,5031
11225,10.96 KB,28917,28.24 KB,17692,5032
10943,10.69 KB,56365,55.04 KB,45422,5033
15851,15.48 KB,40444,39.5 KB,24593,5034
11784,11.51 KB,24867,24.28 KB,13083,5035
23352,22.8 KB,103528,101.1 KB,80176,5036
21175,20.68 KB,30960,30.23 KB,9785,5037
9326,9.11 KB,29064,28.38 KB,19738,5038
22904,22.37 KB,84499,82.52 KB,61595,5039
20270,19.79 KB,41130,40.17 KB,20860,5040
20776,20.29 KB,47280,46.17 KB,26504,5041
19569,19.11 KB,32903,32.13 KB,13334,5042
17448,17.04 KB,40456,39.51 KB,23008,5043
9594,9.37 KB,23321,22.77 KB,13727,5044
15837,15.47 KB,28472,27.8 KB,12635,5045
16713,16.32 KB,31433,30.7 KB,14720,5046
12482,12.19 KB,-1,-1,-12482,5047
19422,18.97 KB,38097,37.2 KB,18675,5048
12635,12.34 KB,29859,29.16 KB,17224,5049
16942,16.54 KB,45465,44.4 KB,28523,5050
18339,17.91 KB,48639,47.5 KB,30300,5051
18823,18.38 KB,87283,85.24 KB,68460,5052
12256,11.97 KB,41689,40.71 KB,29433,5053
24754,24.17 KB,45576,44.51 KB,20822,5054
27648,27 KB,83590,81.63 KB,55942,5055
15546,15.18 KB,38038,37.15 KB,22492,5056
18299,17.87 KB,70778,69.12 KB,52479,5057
10923,10.67 KB,23847,23.29 KB,12924,5058
78750,76.9 KB,101877,99.49 KB,23127,5059
10667,10.42 KB,-1,-1,-10667,5060
48173,47.04 KB,85122,83.13 KB,36949,5061
12281,11.99 KB,26386,25.77 KB,14105,5062
21112,20.62 KB,46897,45.8 KB,25785,5063
11896,11.62 KB,81902,79.98 KB,70006,5064
26330,25.71 KB,-1,-1,-26330,5065
16501,16.11 KB,45710,44.64 KB,29209,5066
18779,18.34 KB,672661,656.9 KB,653882,5067
12594,12.3 KB,34695,33.88 KB,22101,5068
11419,11.15 KB,71590,69.91 KB,60171,5069
10035,9.8 KB,60286,58.87 KB,50251,5070
19656,19.2 KB,52425,51.2 KB,32769,5071
12715,12.42 KB,47906,46.78 KB,35191,5072
9503,9.28 KB,22864,22.33 KB,13361,5073
28739,28.07 KB,48556,47.42 KB,19817,5074
12586,12.29 KB,57332,55.99 KB,44746,5075
25406,24.81 KB,40182,39.24 KB,14776,5076
33279,32.5 KB,58245,56.88 KB,24966,5077
34222,33.42 KB,50666,49.48 KB,16444,5078
10387,10.14 KB,91637,89.49 KB,81250,5079
14727,14.38 KB,620511,605.97 KB,605784,5080
11786,11.51 KB,42891,41.89 KB,31105,5081
11962,11.68 KB,30036,29.33 KB,18074,5082
13797,13.47 KB,32684,31.92 KB,18887,5083
10808,10.55 KB,32538,31.78 KB,21730,5084
19237,18.79 KB,36604,35.75 KB,17367,5085
9956,9.72 KB,23081,22.54 KB,13125,5086
20108,19.64 KB,44742,43.69 KB,24634,5087
22673,22.14 KB,70210,68.56 KB,47537,5088
34280,33.48 KB,53639,52.38 KB,19359,5089
54037,52.77 KB,99608,97.27 KB,45571,5090
13502,13.19 KB,40027,39.09 KB,26525,5091
32767,32 KB,51735,50.52 KB,18968,5092
20346,19.87 KB,38039,37.15 KB,17693,5093
32676,31.91 KB,65391,63.86 KB,32715,5094
10180,9.94 KB,28447,27.78 KB,18267,5095
16769,16.38 KB,32925,32.15 KB,16156,5096
12374,12.08 KB,26481,25.86 KB,14107,5097
9362,9.14 KB,36549,35.69 KB,27187,5098
9483,9.26 KB,37627,36.75 KB,28144,5099
10941,10.68 KB,24095,23.53 KB,13154,5100
15432,15.07 KB,30669,29.95 KB,15237,5101
41902,40.92 KB,67735,66.15 KB,25833,5102
15038,14.69 KB,46072,44.99 KB,31034,5103
17293,16.89 KB,32010,31.26 KB,14717,5104
14959,14.61 KB,36337,35.49 KB,21378,5105
29578,28.88 KB,55482,54.18 KB,25904,5106
23755,23.2 KB,41129,40.17 KB,17374,5107
16466,16.08 KB,69994,68.35 KB,53528,5108
22067,21.55 KB,41189,40.22 KB,19122,5109
41472,40.5 KB,99333,97 KB,57861,5110
40730,39.78 KB,51821,50.61 KB,11091,5111
17729,17.31 KB,40225,39.28 KB,22496,5112
15827,15.46 KB,37768,36.88 KB,21941,5113
12623,12.33 KB,34431,33.62 KB,21808,5114
14569,14.23 KB,53484,52.23 KB,38915,5115
55014,53.72 KB,68034,66.44 KB,13020,5116
20504,20.02 KB,32009,31.26 KB,11505,5117
11004,10.75 KB,30643,29.92 KB,19639,5118
9921,9.69 KB,176318,172.19 KB,166397,5119
13838,13.51 KB,-1,-1,-13838,5120
22913,22.38 KB,-1,-1,-22913,5121
14590,14.25 KB,33466,32.68 KB,18876,5122
9537,9.31 KB,24282,23.71 KB,14745,5123
11263,11 KB,27151,26.51 KB,15888,5124
34769,33.95 KB,59471,58.08 KB,24702,5125
11772,11.5 KB,37813,36.93 KB,26041,5126
25583,24.98 KB,34864,34.05 KB,9281,5127
10562,10.31 KB,29532,28.84 KB,18970,5128
12155,11.87 KB,28967,28.29 KB,16812,5129
21456,20.95 KB,49591,48.43 KB,28135,5130
22668,22.14 KB,166924,163.01 KB,144256,5131
11430,11.16 KB,28147,27.49 KB,16717,5132
32134,31.38 KB,53347,52.1 KB,21213,5133
11394,11.13 KB,31409,30.67 KB,20015,5134
19542,19.08 KB,29851,29.15 KB,10309,5135
20691,20.21 KB,70245,68.6 KB,49554,5136
21839,21.33 KB,70452,68.8 KB,48613,5137
17271,16.87 KB,36268,35.42 KB,18997,5138
20285,19.81 KB,24378,23.81 KB,4093,5139
10255,10.01 KB,75119,73.36 KB,64864,5140
9211,9 KB,30066,29.36 KB,20855,5141
19290,18.84 KB,69325,67.7 KB,50035,5142
33353,32.57 KB,44893,43.84 KB,11540,5143
28650,27.98 KB,77623,75.8 KB,48973,5144
26340,25.72 KB,71157,69.49 KB,44817,5145
9281,9.06 KB,22365,21.84 KB,13084,5146
9144,8.93 KB,24436,23.86 KB,15292,5147
15216,14.86 KB,59093,57.71 KB,43877,5148
11734,11.46 KB,-1,-1,-11734,5149
15119,14.76 KB,43180,42.17 KB,28061,5150
25620,25.02 KB,83288,81.34 KB,57668,5151
17365,16.96 KB,32127,31.37 KB,14762,5152
18357,17.93 KB,59039,57.66 KB,40682,5153
12385,12.09 KB,34991,34.17 KB,22606,5154
10200,9.96 KB,37208,36.34 KB,27008,5155
20471,19.99 KB,32766,32 KB,12295,5156
20236,19.76 KB,35066,34.24 KB,14830,5157
10043,9.81 KB,53984,52.72 KB,43941,5158
26471,25.85 KB,39714,38.78 KB,13243,5159
63132,61.65 KB,88111,86.05 KB,24979,5160
30272,29.56 KB,98829,96.51 KB,68557,5161
16421,16.04 KB,31539,30.8 KB,15118,5162
17656,17.24 KB,47944,46.82 KB,30288,5163
12732,12.43 KB,37222,36.35 KB,24490,5164
12527,12.23 KB,30358,29.65 KB,17831,5165
13014,12.71 KB,26963,26.33 KB,13949,5166
78365,76.53 KB,103900,101.46 KB,25535,5167
19084,18.64 KB,44119,43.08 KB,25035,5168
11476,11.21 KB,27393,26.75 KB,15917,5169
52418,51.19 KB,108510,105.97 KB,56092,5170
42711,41.71 KB,59594,58.2 KB,16883,5171
11526,11.26 KB,28341,27.68 KB,16815,5172
17753,17.34 KB,40687,39.73 KB,22934,5173
48303,47.17 KB,193343,188.81 KB,145040,5174
21578,21.07 KB,44495,43.45 KB,22917,5175
19393,18.94 KB,45883,44.81 KB,26490,5176
25317,24.72 KB,55660,54.36 KB,30343,5177
22870,22.33 KB,45725,44.65 KB,22855,5178
14435,14.1 KB,33216,32.44 KB,18781,5179
24036,23.47 KB,73667,71.94 KB,49631,5180
34831,34.01 KB,48974,47.83 KB,14143,5181
28805,28.13 KB,47296,46.19 KB,18491,5182
16001,15.63 KB,26629,26 KB,10628,5183
37910,37.02 KB,74061,72.33 KB,36151,5184
19936,19.47 KB,44975,43.92 KB,25039,5185
12744,12.45 KB,37270,36.4 KB,24526,5186
25277,24.68 KB,42314,41.32 KB,17037,5187
23881,23.32 KB,43115,42.1 KB,19234,5188
18157,17.73 KB,36413,35.56 KB,18256,5189
104227,101.78 KB,136176,132.98 KB,31949,5190
27459,26.82 KB,42309,41.32 KB,14850,5191
13153,12.84 KB,26760,26.13 KB,13607,5192
15781,15.41 KB,49685,48.52 KB,33904,5193
14470,14.13 KB,28577,27.91 KB,14107,5194
26627,26 KB,34639,33.83 KB,8012,5195
19673,19.21 KB,91139,89 KB,71466,5196
12886,12.58 KB,35256,34.43 KB,22370,5197
150262,146.74 KB,214219,209.2 KB,63957,5198
11581,11.31 KB,69282,67.66 KB,57701,5199
16837,16.44 KB,40006,39.07 KB,23169,5200
12278,11.99 KB,30590,29.87 KB,18312,5201
15451,15.09 KB,89608,87.51 KB,74157,5202
14683,14.34 KB,29109,28.43 KB,14426,5203
73851,72.12 KB,140869,137.57 KB,67018,5204
15291,14.93 KB,29364,28.68 KB,14073,5205
86736,84.7 KB,129151,126.12 KB,42415,5206
17417,17.01 KB,40135,39.19 KB,22718,5207
12194,11.91 KB,22741,22.21 KB,10547,5208
12032,11.75 KB,-1,-1,-12032,5209
18298,17.87 KB,39340,38.42 KB,21042,5210
38747,37.84 KB,79943,78.07 KB,41196,5211
14997,14.65 KB,44570,43.53 KB,29573,5212
15317,14.96 KB,102290,99.89 KB,86973,5213
39284,38.36 KB,62627,61.16 KB,23343,5214
10118,9.88 KB,23189,22.65 KB,13071,5215
9845,9.61 KB,29594,28.9 KB,19749,5216
12236,11.95 KB,25113,24.52 KB,12877,5217
64986,63.46 KB,108713,106.17 KB,43727,5218
23465,22.92 KB,57630,56.28 KB,34165,5219
29462,28.77 KB,48981,47.83 KB,19519,5220
18378,17.95 KB,35805,34.97 KB,17427,5221
10608,10.36 KB,25164,24.57 KB,14556,5222
17317,16.91 KB,77781,75.96 KB,60464,5223
10659,10.41 KB,32693,31.93 KB,22034,5224
13377,13.06 KB,48049,46.92 KB,34672,5225
228572,223.21 KB,229218,223.85 KB,646,5226
14894,14.54 KB,-1,-1,-14894,5227
42602,41.6 KB,58086,56.72 KB,15484,5228
13126,12.82 KB,30625,29.91 KB,17499,5229
19169,18.72 KB,28303,27.64 KB,9134,5230
13736,13.41 KB,31452,30.71 KB,17716,5231
34844,34.03 KB,43617,42.59 KB,8773,5232
19598,19.14 KB,54990,53.7 KB,35392,5233
16077,15.7 KB,37220,36.35 KB,21143,5234
29991,29.29 KB,57140,55.8 KB,27149,5235
19478,19.02 KB,33959,33.16 KB,14481,5236
11294,11.03 KB,26918,26.29 KB,15624,5237
20662,20.18 KB,48168,47.04 KB,27506,5238
95419,93.18 KB,105737,103.26 KB,10318,5239
22899,22.36 KB,-1,-1,-22899,5240
37134,36.26 KB,66317,64.76 KB,29183,5241
14222,13.89 KB,41947,40.96 KB,27725,5242
11576,11.3 KB,49907,48.74 KB,38331,5243
10603,10.35 KB,27659,27.01 KB,17056,5244
12131,11.85 KB,87778,85.72 KB,75647,5245
12473,12.18 KB,43117,42.11 KB,30644,5246
15348,14.99 KB,27307,26.67 KB,11959,5247
19105,18.66 KB,48850,47.71 KB,29745,5248
35169,34.34 KB,58062,56.7 KB,22893,5249
17664,17.25 KB,33098,32.32 KB,15434,5250
16478,16.09 KB,41483,40.51 KB,25005,5251
27143,26.51 KB,189941,185.49 KB,162798,5252
13399,13.08 KB,44180,43.14 KB,30781,5253
44022,42.99 KB,65603,64.07 KB,21581,5254
13532,13.21 KB,30556,29.84 KB,17024,5255
84997,83 KB,78319,76.48 KB,-6678,5256
9238,9.02 KB,22419,21.89 KB,13181,5257
12898,12.6 KB,38410,37.51 KB,25512,5258
47727,46.61 KB,58071,56.71 KB,10344,5259
13162,12.85 KB,27590,26.94 KB,14428,5260
14171,13.84 KB,34551,33.74 KB,20380,5261
14751,14.41 KB,29909,29.21 KB,15158,5262
11413,11.15 KB,-1,-1,-11413,5263
11787,11.51 KB,28070,27.41 KB,16283,5264
46411,45.32 KB,61825,60.38 KB,15414,5265
10613,10.36 KB,23413,22.86 KB,12800,5266
23082,22.54 KB,-1,-1,-23082,5267
28169,27.51 KB,106993,104.49 KB,78824,5268
11488,11.22 KB,36204,35.36 KB,24716,5269
9594,9.37 KB,23589,23.04 KB,13995,5270
148250,144.78 KB,242645,236.96 KB,94395,5271
11433,11.17 KB,22397,21.87 KB,10964,5272
16383,16 KB,30919,30.19 KB,14536,5273
19203,18.75 KB,39489,38.56 KB,20286,5274
10628,10.38 KB,30455,29.74 KB,19827,5275
15317,14.96 KB,-1,-1,-15317,5276
11650,11.38 KB,40232,39.29 KB,28582,5277
11903,11.62 KB,25808,25.2 KB,13905,5278
20883,20.39 KB,47091,45.99 KB,26208,5279
35680,34.84 KB,77718,75.9 KB,42038,5280
20178,19.71 KB,37737,36.85 KB,17559,5281
